continent,country,year,lifeExp
Americas,Uruguay,1992,72.752
Americas,Uruguay,1997,74.223
Americas,Uruguay,2002,75.307
Americas,Uruguay,2007,76.384
Americas,Venezuela,1952,55.088
Americas,Venezuela,1957,57.907
Americas,Venezuela,1962,60.77
Americas,Venezuela,1967,63.479
Americas,Venezuela,1972,65.712
Americas,Venezuela,1977,67.456
Americas,Venezuela,1982,68.557
Americas,Venezuela,1987,70.19
Americas,Venezuela,1992,71.15
Americas,Venezuela,1997,72.146
Americas,Venezuela,2002,72.766
Americas,Venezuela,2007,73.747
Asia,Vietnam,1952,40.412
Asia,Vietnam,1957,42.887
Asia,Vietnam,1962,45.363
Asia,Vietnam,1967,47.838
Asia,Vietnam,1972,50.254
Asia,Vietnam,1977,55.764
Asia,Vietnam,1982,58.816
Asia,Vietnam,1987,62.82
Asia,Vietnam,1992,67.66199999999999
Asia,Vietnam,1997,70.672
Asia,Vietnam,2002,73.017
Asia,Vietnam,2007,74.249
Asia,West Bank and Gaza,1952,43.16
Asia,West Bank and Gaza,1957,45.67100000000001
Asia,West Bank and Gaza,1962,48.127
Asia,West Bank and Gaza,1967,51.631
Asia,West Bank and Gaza,1972,56.532
Asia,West Bank and Gaza,1977,60.765
Asia,West Bank and Gaza,1982,64.406
Asia,West Bank and Gaza,1987,67.046
Asia,West Bank and Gaza,1992,69.718
Asia,West Bank and Gaza,1997,71.096
Asia,West Bank and Gaza,2002,72.37
Asia,West Bank and Gaza,2007,73.422
Asia,"Yemen, Rep.",1952,32.548
Asia,"Yemen, Rep.",1957,33.97
Asia,"Yemen, Rep.",1962,35.18
Asia,"Yemen, Rep.",1967,36.984
Asia,"Yemen, Rep.",1972,39.848
Asia,"Yemen, Rep.",1977,44.175
Asia,"Yemen, Rep.",1982,49.113
Asia,"Yemen, Rep.",1987,52.922
Asia,"Yemen, Rep.",1992,55.599
Asia,"Yemen, Rep.",1997,58.02
Asia,"Yemen, Rep.",2002,60.308
Asia,"Yemen, Rep.",2007,62.698
Africa,Zambia,1952,42.038
Africa,Zambia,1957,44.077
Africa,Zambia,1962,46.023
Africa,Zambia,1967,47.768
Africa,Zambia,1972,50.107
Africa,Zambia,1977,51.386
Africa,Zambia,1982,51.82100000000001
Africa,Zambia,1987,50.82100000000001
Africa,Zambia,1992,46.1
Africa,Zambia,1997,40.238
Africa,Zambia,2002,39.19300000000001
Africa,Zambia,2007,42.38399999999999
Africa,Zimbabwe,1952,48.451
Africa,Zimbabwe,1957,50.469
Africa,Zimbabwe,1962,52.358
Africa,Zimbabwe,1967,53.995
Africa,Zimbabwe,1972,55.635
Africa,Zimbabwe,1977,57.674
Africa,Zimbabwe,1982,60.363
Africa,Zimbabwe,1987,62.351000000000006
Africa,Zimbabwe,1992,60.377
Africa,Zimbabwe,1997,46.809
Africa,Zimbabwe,2002,39.989
Africa,Zimbabwe,2007,43.487
