continent,country,year,gdpPercap
Europe,Sweden,1967,15258.29697
Europe,Sweden,1972,17832.02464
Europe,Sweden,1977,18855.72521
Europe,Sweden,1982,20667.38125
Europe,Sweden,1987,23586.92927
Europe,Sweden,1992,23880.01683
Europe,Sweden,1997,25266.59499
Europe,Sweden,2002,29341.630930000007
Europe,Sweden,2007,33859.74835
Europe,Switzerland,1952,14734.23275
Europe,Switzerland,1957,17909.48973
Europe,Switzerland,1962,20431.0927
Europe,Switzerland,1967,22966.14432
Europe,Switzerland,1972,27195.11304
Europe,Switzerland,1977,26982.29052
Europe,Switzerland,1982,28397.71512
Europe,Switzerland,1987,30281.70459
Europe,Switzerland,1992,31871.5303
Europe,Switzerland,1997,32135.323010000004
Europe,Switzerland,2002,34480.95771
Europe,Switzerland,2007,37506.41907
Asia,Syria,1952,1643.485354
Asia,Syria,1957,2117.234893
Asia,Syria,1962,2193.037133
Asia,Syria,1967,1881.923632
Asia,Syria,1972,2571.423014
Asia,Syria,1977,3195.484582
Asia,Syria,1982,3761.837715
Asia,Syria,1987,3116.774285
Asia,Syria,1992,3340.542768
Asia,Syria,1997,4014.238972
Asia,Syria,2002,4090.925331
Asia,Syria,2007,4184.548089
Asia,Taiwan,1952,1206.947913
Asia,Taiwan,1957,1507.86129
Asia,Taiwan,1962,1822.879028
Asia,Taiwan,1967,2643.858681
Asia,Taiwan,1972,4062.523897
Asia,Taiwan,1977,5596.519826
Asia,Taiwan,1982,7426.3547739999985
Asia,Taiwan,1987,11054.56175
Asia,Taiwan,1992,15215.6579
Asia,Taiwan,1997,20206.82098
Asia,Taiwan,2002,23235.42329
Asia,Taiwan,2007,28718.27684
Africa,Tanzania,1952,716.6500721
Africa,Tanzania,1957,698.5356073
Africa,Tanzania,1962,722.0038073
Africa,Tanzania,1967,848.2186575
Africa,Tanzania,1972,915.9850592
Africa,Tanzania,1977,962.4922932
Africa,Tanzania,1982,874.2426069
Africa,Tanzania,1987,831.8220794
Africa,Tanzania,1992,825.682454
Africa,Tanzania,1997,789.1862231
Africa,Tanzania,2002,899.0742111
Africa,Tanzania,2007,1107.482182
Asia,Thailand,1952,757.7974177
Asia,Thailand,1957,793.5774147999998
Asia,Thailand,1962,1002.199172
Asia,Thailand,1967,1295.46066
Asia,Thailand,1972,1524.358936
Asia,Thailand,1977,1961.2246350000007
Asia,Thailand,1982,2393.219781
Asia,Thailand,1987,2982.653773
Asia,Thailand,1992,4616.896545000001
Asia,Thailand,1997,5852.625497
Asia,Thailand,2002,5913.187529
Asia,Thailand,2007,7458.396326999998
Africa,Togo,1952,859.8086567
Africa,Togo,1957,925.9083202
Africa,Togo,1962,1067.53481
Africa,Togo,1967,1477.59676
Africa,Togo,1972,1649.660188
Africa,Togo,1977,1532.776998
Africa,Togo,1982,1344.577953
Africa,Togo,1987,1202.201361
Africa,Togo,1992,1034.298904
Africa,Togo,1997,982.2869243
Africa,Togo,2002,886.2205765000001
Africa,Togo,2007,882.9699437999999
Americas,Trinidad and Tobago,1952,3023.271928
Americas,Trinidad and Tobago,1957,4100.3934
Americas,Trinidad and Tobago,1962,4997.523971000001
Americas,Trinidad and Tobago,1967,5621.368472
Americas,Trinidad and Tobago,1972,6619.551418999999
Americas,Trinidad and Tobago,1977,7899.554209000001
Americas,Trinidad and Tobago,1982,9119.528607
Americas,Trinidad and Tobago,1987,7388.597823
Americas,Trinidad and Tobago,1992,7370.990932
Americas,Trinidad and Tobago,1997,8792.573126000001
Americas,Trinidad and Tobago,2002,11460.60023
Americas,Trinidad and Tobago,2007,18008.50924
Africa,Tunisia,1952,1468.475631
Africa,Tunisia,1957,1395.232468
Africa,Tunisia,1962,1660.30321
Africa,Tunisia,1967,1932.3601670000005
Africa,Tunisia,1972,2753.2859940000008
Africa,Tunisia,1977,3120.876811
Africa,Tunisia,1982,3560.2331740000004
Africa,Tunisia,1987,3810.419296
Africa,Tunisia,1992,4332.720164
Africa,Tunisia,1997,4876.798614
Africa,Tunisia,2002,5722.895654999998
Africa,Tunisia,2007,7092.923025
Europe,Turkey,1952,1969.10098
Europe,Turkey,1957,2218.754257
Europe,Turkey,1962,2322.869908
Europe,Turkey,1967,2826.3563870000007
Europe,Turkey,1972,3450.69638
Europe,Turkey,1977,4269.122326
Europe,Turkey,1982,4241.356344
Europe,Turkey,1987,5089.043686
Europe,Turkey,1992,5678.348271
Europe,Turkey,1997,6601.429915
Europe,Turkey,2002,6508.085718
Europe,Turkey,2007,8458.276384
Africa,Uganda,1952,734.753484
Africa,Uganda,1957,774.3710692000002
Africa,Uganda,1962,767.2717397999999
Africa,Uganda,1967,908.9185217
Africa,Uganda,1972,950.735869
Africa,Uganda,1977,843.7331372000001
Africa,Uganda,1982,682.2662267999998
Africa,Uganda,1987,617.7244065
Africa,Uganda,1992,644.1707968999998
Africa,Uganda,1997,816.559081
Africa,Uganda,2002,927.7210018
Africa,Uganda,2007,1056.380121
Europe,United Kingdom,1952,9979.508487
Europe,United Kingdom,1957,11283.17795
Europe,United Kingdom,1962,12477.17707
Europe,United Kingdom,1967,14142.85089
Europe,United Kingdom,1972,15895.11641
Europe,United Kingdom,1977,17428.74846
Europe,United Kingdom,1982,18232.42452
Europe,United Kingdom,1987,21664.78767
Europe,United Kingdom,1992,22705.09254
Europe,United Kingdom,1997,26074.53136
Europe,United Kingdom,2002,29478.99919
Europe,United Kingdom,2007,33203.26128
Americas,United States,1952,13990.482080000002
Americas,United States,1957,14847.12712
Americas,United States,1962,16173.14586
Americas,United States,1967,19530.36557
Americas,United States,1972,21806.03594
Americas,United States,1977,24072.63213
Americas,United States,1982,25009.55914
Americas,United States,1987,29884.350410000006
Americas,United States,1992,32003.93224
Americas,United States,1997,35767.43303
Americas,United States,2002,39097.09955
Americas,United States,2007,42951.65309
Americas,Uruguay,1952,5716.766744
Americas,Uruguay,1957,6150.772969
Americas,Uruguay,1962,5603.357717
Americas,Uruguay,1967,5444.61962
Americas,Uruguay,1972,5703.408898
Americas,Uruguay,1977,6504.339663000002
Americas,Uruguay,1982,6920.223051000001
Americas,Uruguay,1987,7452.398969
Americas,Uruguay,1992,8137.004775
Americas,Uruguay,1997,9230.240708
Americas,Uruguay,2002,7727.002004000001
Americas,Uruguay,2007,10611.46299
Americas,Venezuela,1952,7689.799761
Americas,Venezuela,1957,9802.466526
Americas,Venezuela,1962,8422.974165000001
Americas,Venezuela,1967,9541.474188
Americas,Venezuela,1972,10505.25966
Americas,Venezuela,1977,13143.95095
Americas,Venezuela,1982,11152.41011
Americas,Venezuela,1987,9883.584648
Americas,Venezuela,1992,10733.92631
Americas,Venezuela,1997,10165.49518
Americas,Venezuela,2002,8605.047831
Americas,Venezuela,2007,11415.80569
Asia,Vietnam,1952,605.0664917
Asia,Vietnam,1957,676.2854477999998
Asia,Vietnam,1962,772.0491602000002
Asia,Vietnam,1967,637.1232887
Asia,Vietnam,1972,699.5016441
Asia,Vietnam,1977,713.5371196000001
Asia,Vietnam,1982,707.2357863
Asia,Vietnam,1987,820.7994449
Asia,Vietnam,1992,989.0231487
Asia,Vietnam,1997,1385.896769
Asia,Vietnam,2002,1764.456677
Asia,Vietnam,2007,2441.576404
Asia,West Bank and Gaza,1952,1515.5923289999996
Asia,West Bank and Gaza,1957,1827.067742
Asia,West Bank and Gaza,1962,2198.9563120000007
Asia,West Bank and Gaza,1967,2649.715007
Asia,West Bank and Gaza,1972,3133.409277
Asia,West Bank and Gaza,1977,3682.831494
Asia,West Bank and Gaza,1982,4336.032082
Asia,West Bank and Gaza,1987,5107.197384
Asia,West Bank and Gaza,1992,6017.654756
Asia,West Bank and Gaza,1997,7110.667619
Asia,West Bank and Gaza,2002,4515.487575
Asia,West Bank and Gaza,2007,3025.349798
Asia,"Yemen, Rep.",1952,781.7175761
Asia,"Yemen, Rep.",1957,804.8304547
Asia,"Yemen, Rep.",1962,825.6232006
Asia,"Yemen, Rep.",1967,862.4421463
Asia,"Yemen, Rep.",1972,1265.047031
Asia,"Yemen, Rep.",1977,1829.765177
Asia,"Yemen, Rep.",1982,1977.55701
Asia,"Yemen, Rep.",1987,1971.741538
Asia,"Yemen, Rep.",1992,1879.496673
Asia,"Yemen, Rep.",1997,2117.484526
Asia,"Yemen, Rep.",2002,2234.820827
Asia,"Yemen, Rep.",2007,2280.769906
Africa,Zambia,1952,1147.388831
Africa,Zambia,1957,1311.956766
Africa,Zambia,1962,1452.725766
Africa,Zambia,1967,1777.077318
Africa,Zambia,1972,1773.498265
Africa,Zambia,1977,1588.688299
Africa,Zambia,1982,1408.678565
Africa,Zambia,1987,1213.315116
Africa,Zambia,1992,1210.884633
Africa,Zambia,1997,1071.353818
Africa,Zambia,2002,1071.6139380000004
Africa,Zambia,2007,1271.211593
Africa,Zimbabwe,1952,406.8841148
Africa,Zimbabwe,1957,518.7642681
Africa,Zimbabwe,1962,527.2721818
Africa,Zimbabwe,1967,569.7950712
Africa,Zimbabwe,1972,799.3621757999998
Africa,Zimbabwe,1977,685.5876821
Africa,Zimbabwe,1982,788.8550411
Africa,Zimbabwe,1987,706.1573059
Africa,Zimbabwe,1992,693.4207856
Africa,Zimbabwe,1997,792.4499602999998
Africa,Zimbabwe,2002,672.0386227000001
Africa,Zimbabwe,2007,469.70929810000007
